Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Start_to_End_Time(min),Category,Jarak(km),Tingkat_Rating,Order_Time_Hour,Order_Pickup_Time(min),Delivery_Time(min),Average_Speed(km_per_min),z_score
czjt755903822,35,5.0,17.451976,78.385883,17.471976,78.405883,2022-04-01,2024-10-24 09:45:00,2024-10-24 09:55:00,Sunny,Low,scooter,Urban,55,Clothing,3.07,Very Good,9,10.0,45.0,0.055818181818181815,-1.1359462577562915
nvck471535045,37,4.9,22.539129,88.365507,22.559129,88.385507,2022-02-13,2024-10-24 10:55:00,2024-10-24 11:00:00,Fog,Low,scooter,Urban,16,Grocery,3.03,Very Good,10,5.0,11.0,0.189375,-1.9429886905300147
dsyl658069912,37,4.8,13.064181,80.236442,13.104181,80.276442,2022-03-09,2024-10-24 16:45:00,2024-10-24 16:55:00,Cloudy,Medium,motorcycle,Urban,130,Jewelry,6.21,Very Good,16,10.0,120.0,0.04776923076923077,0.4160584206547144
carl449634661,24,4.7,10.96185,76.971082,11.05185,77.061082,2022-03-10,2024-10-24 17:55:00,2024-10-24 18:00:00,Sunny,Medium,motorcycle,Urban,95,Snacks,14.02,Very Good,17,5.0,90.0,0.14757894736842106,-0.30821042927042175
rxxx129114996,25,4.8,26.913987,75.752891,26.993987,75.832891,2022-03-29,2024-10-24 22:25:00,2024-10-24 22:35:00,Sandstorms,Low,scooter,Urban,90,Cosmetics,11.91,Very Good,22,10.0,80.0,0.13233333333333333,-0.4116774078311555
udpq945815554,33,5.0,19.254567,72.848923,19.364567,72.958923,2022-03-31,2024-10-24 23:50:00,2024-10-24 23:55:00,Sandstorms,Low,motorcycle,Urban,120,Jewelry,16.82,Very Good,23,5.0,115.0,0.14016666666666666,0.2091244635332469
tsec016509855,22,4.7,21.157735,72.768778,21.197735,72.808778,2022-03-17,2024-10-24 12:10:00,2024-10-24 12:15:00,Sunny,High,scooter,Urban,90,Sports,6.08,Very Good,12,5.0,85.0,0.06755555555555556,-0.4116774078311555
mryb985330207,25,4.7,19.254567,72.848923,19.364567,72.958923,2022-03-27,2024-10-24 18:20:00,2024-10-24 18:25:00,Stormy,Medium,motorcycle,Urban,100,Electronics,16.82,Very Good,18,5.0,95.0,0.16820000000000002,-0.20474345070968802
gyjc869072111,25,4.8,15.5696,73.742294,15.6096,73.782294,2022-02-15,2024-10-24 12:45:00,2024-10-24 12:50:00,Windy,High,scooter,Urban,95,Snacks,6.17,Very Good,12,5.0,90.0,0.06494736842105263,-0.30821042927042175
wkqq813752515,37,4.6,19.876428,75.364792,19.956428,75.444792,2022-02-18,2024-10-24 23:30:00,2024-10-24 23:45:00,Fog,Low,motorcycle,Urban,210,Kitchen,12.21,Very Good,23,15.0,195.0,0.05814285714285715,2.0715300776264542
uehx759760979,38,4.9,22.74806,75.8934,22.76806,75.9134,2022-03-11,2024-10-24 08:40:00,2024-10-24 08:55:00,Cloudy,Low,scooter,Urban,75,Books,3.02,Very Good,8,15.0,60.0,0.040266666666666666,-0.7220783435133566
rgwl479077727,25,4.6,11.022477,76.995667,11.032477,77.005667,2022-03-01,2024-10-24 10:25:00,2024-10-24 10:40:00,Stormy,Low,motorcycle,Urban,75,Books,1.56,Very Good,10,15.0,60.0,0.0208,-0.7220783435133566
tmzv371880726,24,4.3,22.727021,75.884167,22.747021,75.904167,2022-03-15,2024-10-24 08:45:00,2024-10-24 09:00:00,Sandstorms,Low,motorcycle,Urban,95,Apparel,3.02,Good,8,15.0,80.0,0.03178947368421053,-0.30821042927042175
lbui872023073,23,4.8,18.994237,72.825553,19.104237,72.935553,2022-03-18,2024-10-24 22:35:00,2024-10-24 22:40:00,Cloudy,Low,scooter,Urban,110,Jewelry,16.83,Very Good,22,5.0,105.0,0.153,0.0021905064117794283
njfz936670348,27,4.7,21.175975,72.795503,21.195975,72.815503,2022-03-15,2024-10-24 10:55:00,2024-10-24 11:10:00,Sandstorms,Low,scooter,Urban,60,Sports,3.04,Very Good,10,15.0,45.0,0.050666666666666665,-1.032479279195558
khjm619520065,36,4.9,23.359407,85.325055,23.439407,85.405055,2022-03-02,2024-10-24 18:25:00,2024-10-24 18:35:00,Cloudy,Medium,motorcycle,Urban,210,Cosmetics,12.07,Very Good,18,10.0,200.0,0.05747619047619048,2.0715300776264542
tfxz025621580,26,5.0,21.157729,72.768726,21.167729,72.778726,2022-04-03,2024-10-24 10:15:00,2024-10-24 10:25:00,Fog,Low,scooter,Urban,55,Sports,1.52,Very Good,10,10.0,45.0,0.027636363636363636,-1.1359462577562915
rszv454658332,29,4.6,21.186884,72.793616,21.226884,72.833616,2022-03-03,2024-10-24 14:50:00,2024-10-24 15:00:00,Sandstorms,High,scooter,Urban,115,Apparel,6.08,Very Good,14,10.0,105.0,0.05286956521739131,0.10565748497251316
umwc109456087,20,5.0,12.316967,76.603067,12.446967,76.733067,2022-03-31,2024-10-24 19:15:00,2024-10-24 19:30:00,Cloudy,Jam,motorcycle,Urban,180,Sports,20.2,Very Good,19,15.0,165.0,0.11222222222222222,1.4507282062620517
xnzb532907287,36,4.8,11.001753,76.986241,11.111753,77.096241,2022-03-29,2024-10-24 18:45:00,2024-10-24 18:50:00,Fog,Medium,motorcycle,Urban,155,Snacks,17.14,Very Good,18,5.0,150.0,0.11058064516129032,0.9333933134583831
fkyd365052251,39,4.7,10.035573,76.336958,10.105573,76.406958,2022-02-14,2024-10-24 18:30:00,2024-10-24 18:35:00,Windy,Medium,motorcycle,Urban,105,Cosmetics,10.92,Very Good,18,5.0,100.0,0.104,-0.1012764721489543
wfjy432968933,28,4.8,18.530963,73.828972,18.590963,73.888972,2022-03-03,2024-10-24 19:00:00,2024-10-24 19:05:00,Fog,Medium,scooter,Urban,55,Books,9.19,Very Good,19,5.0,50.0,0.1670909090909091,-1.1359462577562915
gvea147758996,29,5.0,21.175975,72.795503,21.255975,72.875503,2022-03-27,2024-10-24 22:35:00,2024-10-24 22:50:00,Sandstorms,Low,scooter,Urban,55,Sports,12.16,Very Good,22,15.0,40.0,0.2210909090909091,-1.1359462577562915
ibwr067523869,23,4.7,13.044694,80.26147,13.084694,80.30147,2022-03-17,2024-10-24 16:55:00,2024-10-24 17:00:00,Fog,Medium,motorcycle,Urban,19,Grocery,6.21,Very Good,16,5.0,14.0,0.3268421052631579,-1.8809085033935744
zfgf746938367,33,4.7,12.972532,77.608179,13.022532,77.658179,2022-03-09,2024-10-24 18:10:00,2024-10-24 18:25:00,Fog,Medium,van,Urban,75,Books,7.76,Very Good,18,15.0,60.0,0.10346666666666667,-0.7220783435133566
bdgu970232668,29,4.5,22.751857,75.866699,22.881857,75.996699,2022-03-04,2024-10-24 22:55:00,2024-10-24 23:05:00,Windy,Low,motorcycle,Urban,75,Toys,19.66,Very Good,22,10.0,65.0,0.26213333333333333,-0.7220783435133566
odlo529484325,31,4.5,11.010375,76.95295,11.090375,77.03295,2022-04-06,2024-10-24 20:25:00,2024-10-24 20:40:00,Sunny,Jam,motorcycle,Urban,145,Pet Supplies,12.46,Very Good,20,15.0,130.0,0.08593103448275863,0.7264593563369155
ypdy132507323,29,4.7,25.457687,81.835585,25.497687,81.875585,2022-02-11,2024-10-24 15:25:00,2024-10-24 15:30:00,Cloudy,Medium,motorcycle,Urban,55,Shoes,5.99,Very Good,15,5.0,50.0,0.10890909090909091,-1.1359462577562915
cdkz589624699,28,5.0,19.875016,75.322405,19.965016,75.412405,2022-02-16,2024-10-24 22:35:00,2024-10-24 22:45:00,Windy,Low,motorcycle,Urban,75,Electronics,13.73,Very Good,22,10.0,65.0,0.18306666666666668,-0.7220783435133566
ubag651976139,33,4.4,11.022477,76.995667,11.092477,77.065667,2022-03-14,2024-10-24 21:30:00,2024-10-24 21:45:00,Windy,Jam,motorcycle,Urban,215,Sports,10.9,Good,21,15.0,200.0,0.050697674418604656,2.1749970561871876
zxtz236128998,24,4.6,22.310237,73.158921,22.370237,73.218921,2022-03-01,2024-10-24 18:40:00,2024-10-24 18:50:00,Sandstorms,Medium,motorcycle,Urban,125,Home,9.09,Very Good,18,10.0,115.0,0.07271999999999999,0.3125914420939806
iuxj806937978,22,4.7,12.986047,80.218114,13.096047,80.328114,2022-04-04,2024-10-24 20:10:00,2024-10-24 20:20:00,Stormy,Jam,scooter,Urban,75,Electronics,17.07,Very Good,20,10.0,65.0,0.2276,-0.7220783435133566
fxir538138707,34,4.9,13.005801,80.250744,13.115801,80.360744,2022-03-23,2024-10-24 21:50:00,2024-10-24 22:05:00,Sandstorms,Jam,motorcycle,Urban,250,Snacks,17.07,Very Good,21,15.0,235.0,0.06828000000000001,2.899265906112324
uesw387337499,31,4.4,22.307898,73.167788,22.417898,73.277788,2022-03-20,2024-10-24 21:15:00,2024-10-24 21:20:00,Stormy,Jam,motorcycle,Urban,235,Books,16.66,Good,21,5.0,230.0,0.0708936170212766,2.5888649704301225
wowz415217997,37,4.5,21.170096,72.789122,21.220096,72.839122,2022-03-11,2024-10-24 23:30:00,2024-10-24 23:35:00,Fog,Low,motorcycle,Urban,130,Apparel,7.6,Very Good,23,5.0,125.0,0.05846153846153846,0.4160584206547144
cdmn013747827,22,4.8,26.90519,75.810753,26.99519,75.900753,2022-03-29,2024-10-24 20:40:00,2024-10-24 20:55:00,Sandstorms,Jam,scooter,Urban,110,Electronics,13.4,Very Good,20,15.0,95.0,0.12181818181818183,0.0021905064117794283
oxji736034406,29,4.5,12.975377,77.696664,13.055377,77.776664,2022-03-31,2024-10-24 22:25:00,2024-10-24 22:40:00,Windy,Low,scooter,Urban,65,Home,12.42,Very Good,22,15.0,50.0,0.1910769230769231,-0.9290123006348241
gczg917526696,25,4.9,12.323978,76.627961,12.453978,76.757961,2022-03-06,2024-10-24 21:45:00,2024-10-24 21:50:00,Sandstorms,Jam,van,Urban,80,Kitchen,20.2,Very Good,21,5.0,75.0,0.2525,-0.6186113649526229
svpx912240732,34,5.0,11.025083,77.015393,11.055083,77.045393,2022-03-05,2024-10-24 17:25:00,2024-10-24 17:30:00,Cloudy,Medium,van,Urban,95,Home,4.67,Very Good,17,5.0,90.0,0.0491578947368421,-0.30821042927042175
dmrl564554163,28,4.5,19.003517,72.82765,19.073517,72.89765,2022-03-12,2024-10-24 17:10:00,2024-10-24 17:20:00,Sunny,Medium,motorcycle,Urban,125,Clothing,10.71,Very Good,17,10.0,115.0,0.08568,0.3125914420939806
ayns342721271,30,4.6,22.308096,73.167753,22.318096,73.177753,2022-03-13,2024-10-24 10:40:00,2024-10-24 10:55:00,Cloudy,Low,motorcycle,Urban,120,Cosmetics,1.51,Very Good,10,15.0,105.0,0.012583333333333334,0.2091244635332469
thym058259757,39,4.8,12.323194,76.630583,12.343194,76.650583,2022-03-13,2024-10-24 11:20:00,2024-10-24 11:25:00,Fog,High,scooter,Urban,130,Shoes,3.11,Very Good,11,5.0,125.0,0.023923076923076922,0.4160584206547144
qezt047211927,20,4.7,18.543626,73.905101,18.623626,73.985101,2022-03-23,2024-10-24 17:10:00,2024-10-24 17:15:00,Sandstorms,Medium,scooter,Urban,80,Pet Supplies,12.25,Very Good,17,5.0,75.0,0.153125,-0.6186113649526229
ersz046238543,34,4.2,12.304569,76.643622,12.364569,76.703622,2022-03-13,2024-10-24 23:10:00,2024-10-24 23:15:00,Windy,Low,motorcycle,Urban,120,Electronics,9.33,Good,23,5.0,115.0,0.07775,0.2091244635332469
mwyi621708115,20,4.8,19.003517,72.82765,19.013517,72.83765,2022-03-09,2024-10-24 09:30:00,2024-10-24 09:45:00,Cloudy,Low,motorcycle,Urban,80,Snacks,1.53,Very Good,9,15.0,65.0,0.019125,-0.6186113649526229
ceed295586354,24,4.6,12.98041,77.640489,13.06041,77.720489,2022-03-23,2024-10-24 18:30:00,2024-10-24 18:40:00,Windy,Medium,van,Urban,24,Grocery,12.42,Very Good,18,10.0,14.0,0.5175,-1.7774415248328408
zhab316861798,20,4.5,19.091458,72.827808,19.151458,72.887808,2022-03-28,2024-10-24 19:30:00,2024-10-24 19:35:00,Sandstorms,Jam,scooter,Urban,125,Home,9.18,Very Good,19,5.0,120.0,0.07343999999999999,0.3125914420939806
qqjl805129936,36,5.0,26.849596,75.800512,26.859596,75.810512,2022-03-15,2024-10-24 08:20:00,2024-10-24 08:25:00,Fog,Low,scooter,Urban,15,Grocery,1.49,Very Good,8,5.0,10.0,0.09933333333333333,-1.9636820862421616
weco669309017,28,4.8,12.934179,77.615797,12.954179,77.635797,2022-03-17,2024-10-24 11:00:00,2024-10-24 11:05:00,Sunny,Low,scooter,Urban,90,Jewelry,3.1,Very Good,11,5.0,85.0,0.034444444444444444,-0.4116774078311555
leff787822709,37,4.6,19.178321,72.834715,19.198321,72.854715,2022-03-13,2024-10-24 11:45:00,2024-10-24 12:00:00,Stormy,High,van,Urban,140,Books,3.06,Very Good,11,15.0,125.0,0.021857142857142856,0.6229923777761818
pcyt916802893,20,4.7,17.458998,78.500366,17.518998,78.560366,2022-03-15,2024-10-24 17:15:00,2024-10-24 17:20:00,Cloudy,Medium,motorcycle,Urban,13,Grocery,9.22,Very Good,17,5.0,8.0,0.7092307692307693,-2.005068877666455
titu043025048,32,5.0,17.450851,78.379347,17.500851,78.429347,2022-03-09,2024-10-24 21:55:00,2024-10-24 22:10:00,Cloudy,Jam,scooter,Urban,135,Shoes,7.68,Very Good,21,15.0,120.0,0.056888888888888885,0.519525399215448
ckgu502252849,22,4.7,26.921411,75.793604,26.981411,75.853604,2022-03-11,2024-10-24 23:35:00,2024-10-24 23:40:00,Windy,Low,motorcycle,Urban,85,Home,8.94,Very Good,23,5.0,80.0,0.10517647058823529,-0.5151443863918892
xukr152686247,33,4.8,17.430448,78.418213,17.520448,78.508213,2022-03-10,2024-10-24 23:15:00,2024-10-24 23:30:00,Stormy,Low,motorcycle,Urban,115,Sports,13.83,Very Good,23,15.0,100.0,0.1202608695652174,0.10565748497251316
jpet729617185,32,5.0,13.045479,80.23311,13.155479,80.34311,2022-03-04,2024-10-24 19:20:00,2024-10-24 19:35:00,Windy,Jam,scooter,Urban,150,Shoes,17.07,Very Good,19,15.0,135.0,0.1138,0.8299263348976492
wxqg297592780,37,4.6,13.022394,80.242439,13.112394,80.332439,2022-03-10,2024-10-24 17:45:00,2024-10-24 17:50:00,Stormy,Medium,motorcycle,Urban,130,Jewelry,13.97,Very Good,17,5.0,125.0,0.10746153846153847,0.4160584206547144
eein393878639,26,4.7,19.065838,72.832658,19.175838,72.942658,2022-03-06,2024-10-24 21:55:00,2024-10-24 22:10:00,Sunny,Jam,scooter,Urban,80,Skincare,16.82,Very Good,21,15.0,65.0,0.21025,-0.6186113649526229
bvni933228891,22,4.0,13.029198,77.570997,13.039198,77.580997,2022-03-13,2024-10-24 09:45:00,2024-10-24 09:55:00,Sandstorms,Low,motorcycle,Urban,28,Grocery,1.55,Good,9,10.0,18.0,0.05535714285714286,-1.6946679419842539
befv867092423,38,4.5,13.026279,80.174568,13.036279,80.184568,2022-03-28,2024-10-24 10:20:00,2024-10-24 10:25:00,Windy,Low,motorcycle,Urban,100,Snacks,1.55,Very Good,10,5.0,95.0,0.0155,-0.20474345070968802
watp349944722,29,4.8,21.149669,72.772629,21.279669,72.902629,2022-04-06,2024-10-24 22:50:00,2024-10-24 22:55:00,Windy,Low,scooter,Urban,12,Grocery,19.76,Very Good,22,5.0,7.0,1.6466666666666667,-2.025762273378602
ipvd026583007,32,4.0,12.975377,77.696664,13.045377,77.766664,2022-03-23,2024-10-24 18:45:00,2024-10-24 18:50:00,Windy,Medium,motorcycle,Urban,245,Sports,10.87,Good,18,5.0,240.0,0.044367346938775504,2.79579892755159
nmla539707523,26,5.0,12.986047,80.218114,13.056047,80.288114,2022-03-27,2024-10-24 19:00:00,2024-10-24 19:15:00,Sandstorms,Medium,van,Urban,120,Skincare,10.87,Very Good,19,15.0,105.0,0.09058333333333332,0.2091244635332469
dbyg819334603,34,4.6,15.496162,73.825364,15.536162,73.865364,2022-02-17,2024-10-24 13:50:00,2024-10-24 13:55:00,Sandstorms,High,van,Urban,27,Grocery,6.18,Very Good,13,5.0,22.0,0.2288888888888889,-1.7153613376964005
pszf462397050,24,4.9,21.170798,72.790489,21.300798,72.920489,2022-04-04,2024-10-24 19:20:00,2024-10-24 19:35:00,Windy,Jam,motorcycle,Urban,120,Snacks,19.76,Very Good,19,15.0,105.0,0.16466666666666668,0.2091244635332469
ilfo183800165,29,4.6,12.906229,77.596791,13.016229,77.706791,2022-04-04,2024-10-24 21:45:00,2024-10-24 21:50:00,Windy,Jam,motorcycle,Urban,145,Home,17.08,Very Good,21,5.0,140.0,0.11779310344827586,0.7264593563369155
fzng561300776,27,4.6,13.066762,80.251865,13.076762,80.261865,2022-03-13,2024-10-24 11:15:00,2024-10-24 11:20:00,Windy,High,scooter,Urban,60,Toys,1.55,Very Good,11,5.0,55.0,0.025833333333333333,-1.032479279195558
njei617905873,29,4.9,21.160437,72.774209,21.200437,72.814209,2022-03-15,2024-10-24 12:10:00,2024-10-24 12:25:00,Cloudy,High,motorcycle,Urban,135,Cosmetics,6.08,Very Good,12,15.0,120.0,0.045037037037037035,0.519525399215448
mrjm925736117,39,4.6,23.416792,85.316842,23.446792,85.346842,2022-03-11,2024-10-24 18:35:00,2024-10-24 18:50:00,Sandstorms,Medium,motorcycle,Urban,160,Books,4.53,Very Good,18,15.0,145.0,0.0283125,1.0368602920191168
cywj467789158,20,4.6,11.000762,76.981876,11.020762,77.001876,2022-03-03,2024-10-24 08:20:00,2024-10-24 08:30:00,Stormy,Low,motorcycle,Urban,55,Kitchen,3.12,Very Good,8,10.0,45.0,0.05672727272727273,-1.1359462577562915
xntp740548398,31,4.2,18.539299,73.897902,18.609299,73.967902,2022-03-10,2024-10-24 21:00:00,2024-10-24 21:05:00,Cloudy,Jam,scooter,Urban,175,Skincare,10.72,Good,21,5.0,170.0,0.061257142857142864,1.3472612277013178
xzhm898208742,37,4.9,22.310329,73.169083,22.360329,73.219083,2022-03-09,2024-10-24 17:25:00,2024-10-24 17:40:00,Fog,Medium,scooter,Urban,75,Snacks,7.57,Very Good,17,15.0,60.0,0.10093333333333333,-0.7220783435133566
uglc908112005,34,4.4,12.949934,77.699386,12.999934,77.749386,2022-03-05,2024-10-24 21:45:00,2024-10-24 22:00:00,Stormy,Jam,scooter,Urban,155,Clothing,7.76,Good,21,15.0,140.0,0.050064516129032254,0.9333933134583831
ggni863426619,25,4.7,11.022169,76.999594,11.082169,77.059594,2022-03-17,2024-10-24 22:40:00,2024-10-24 22:50:00,Fog,Low,motorcycle,Urban,55,Toys,9.35,Very Good,22,10.0,45.0,0.16999999999999998,-1.1359462577562915
bzru027859331,37,4.7,19.875908,75.358888,19.925908,75.408888,2022-02-17,2024-10-24 22:40:00,2024-10-24 22:50:00,Cloudy,Low,motorcycle,Urban,110,Clothing,7.63,Very Good,22,10.0,100.0,0.06936363636363636,0.0021905064117794283
dypb040671273,36,4.7,17.431477,78.40035,17.451477,78.42035,2022-03-11,2024-10-24 10:25:00,2024-10-24 10:40:00,Cloudy,Low,van,Urban,80,Clothing,3.07,Very Good,10,15.0,65.0,0.038375,-0.6186113649526229
nfya937262694,33,4.6,23.359033,85.325347,23.449033,85.415347,2022-03-12,2024-10-24 21:15:00,2024-10-24 21:25:00,Windy,Jam,motorcycle,Urban,250,Pet Supplies,13.58,Very Good,21,10.0,240.0,0.05432,2.899265906112324
lmop404805897,21,4.6,22.552996,88.35231,22.572996,88.37231,2022-02-17,2024-10-24 11:55:00,2024-10-24 12:00:00,Stormy,High,scooter,Urban,80,Toys,3.03,Very Good,11,5.0,75.0,0.037875,-0.6186113649526229
xnwm549054246,29,5.0,21.170798,72.790489,21.220798,72.840489,2022-03-21,2024-10-24 22:35:00,2024-10-24 22:45:00,Windy,Low,scooter,Urban,80,Clothing,7.6,Very Good,22,10.0,70.0,0.095,-0.6186113649526229
jjpc681328627,20,4.9,11.003669,76.976494,11.073669,77.046494,2022-04-02,2024-10-24 17:25:00,2024-10-24 17:30:00,Stormy,Medium,scooter,Urban,85,Skincare,10.9,Very Good,17,5.0,80.0,0.12823529411764706,-0.5151443863918892
ahcl676711139,39,4.9,26.892312,75.806896,26.972313,75.886896,2022-03-14,2024-10-24 21:15:00,2024-10-24 21:25:00,Windy,Jam,motorcycle,Urban,215,Shoes,11.92,Very Good,21,10.0,205.0,0.05544186046511628,2.1749970561871876
nkob102431367,26,4.7,22.760072,75.892574,22.780072,75.912574,2022-03-05,2024-10-24 08:20:00,2024-10-24 08:25:00,Windy,Low,scooter,Urban,80,Pet Supplies,3.02,Very Good,8,5.0,75.0,0.03775,-0.6186113649526229
aitb076913492,21,4.9,21.157735,72.768778,21.167735,72.778778,2022-03-13,2024-10-24 11:25:00,2024-10-24 11:35:00,Stormy,High,motorcycle,Urban,65,Apparel,1.52,Very Good,11,10.0,55.0,0.023384615384615386,-0.9290123006348241
kemd906602818,30,4.6,11.022477,76.995667,11.062477,77.035667,2022-03-21,2024-10-24 14:25:00,2024-10-24 14:30:00,Windy,High,motorcycle,Urban,150,Sports,6.23,Very Good,14,5.0,145.0,0.04153333333333334,0.8299263348976492
sfok287655638,36,4.3,12.323225,76.630028,12.453225,76.760028,2022-03-20,2024-10-24 19:45:00,2024-10-24 20:00:00,Windy,Jam,scooter,Urban,165,Toys,20.2,Good,19,15.0,150.0,0.12242424242424242,1.1403272705798504
ervj934596417,39,3.5,12.975377,77.696664,13.055377,77.776664,2022-03-16,2024-10-24 22:15:00,2024-10-24 22:20:00,Cloudy,Low,motorcycle,Urban,160,Home,12.42,Bad,22,5.0,155.0,0.077625,1.0368602920191168
oric826953147,30,4.9,17.45971,78.368855,17.50971,78.418855,2022-03-05,2024-10-24 23:50:00,2024-10-24 23:55:00,Sunny,Low,motorcycle,Urban,135,Electronics,7.68,Very Good,23,5.0,130.0,0.056888888888888885,0.519525399215448
brfo817641389,29,4.5,12.906229,77.596791,13.036229,77.726791,2022-03-18,2024-10-24 20:55:00,2024-10-24 21:00:00,Cloudy,Jam,scooter,Urban,150,Jewelry,20.18,Very Good,20,5.0,145.0,0.13453333333333334,0.8299263348976492
aozl672518026,26,4.1,18.569156,73.774723,18.629156,73.834723,2022-03-11,2024-10-24 23:00:00,2024-10-24 23:15:00,Sandstorms,Low,motorcycle,Urban,105,Jewelry,9.19,Good,23,15.0,90.0,0.08752380952380952,-0.1012764721489543
grsq278292648,35,4.6,11.003008,76.97544,11.073009,77.04544,2022-04-06,2024-10-24 23:20:00,2024-10-24 23:30:00,Windy,Low,motorcycle,Urban,115,Outdoors,10.9,Very Good,23,10.0,105.0,0.09478260869565218,0.10565748497251316
aokn153705465,25,4.5,12.939496,77.625999,12.979496,77.665999,2022-03-15,2024-10-24 14:25:00,2024-10-24 14:30:00,Windy,High,scooter,Urban,80,Books,6.21,Very Good,14,5.0,75.0,0.077625,-0.6186113649526229
tnxr721054246,22,4.8,19.055831,72.833984,19.085831,72.863984,2022-03-19,2024-10-24 22:30:00,2024-10-24 22:35:00,Cloudy,Low,scooter,Urban,85,Cosmetics,4.59,Very Good,22,5.0,80.0,0.054,-0.5151443863918892
sxnc962329653,38,4.7,23.416792,85.316842,23.506792,85.406842,2022-03-14,2024-10-24 18:30:00,2024-10-24 18:40:00,Windy,Medium,motorcycle,Urban,120,Sports,13.58,Very Good,18,10.0,110.0,0.11316666666666667,0.2091244635332469
hsbp920939915,29,4.3,12.934365,77.616155,12.974365,77.656155,2022-03-30,2024-10-24 12:25:00,2024-10-24 12:40:00,Cloudy,High,scooter,Urban,165,Home,6.21,Good,12,15.0,150.0,0.037636363636363634,1.1403272705798504
mbhl763139783,24,4.8,12.906229,77.596791,13.016229,77.706791,2022-03-29,2024-10-24 18:55:00,2024-10-24 19:10:00,Sandstorms,Medium,scooter,Urban,145,Pet Supplies,17.08,Very Good,18,15.0,130.0,0.11779310344827586,0.7264593563369155
nfbo612860913,39,4.7,26.956431,75.776649,27.006431,75.826649,2022-03-30,2024-10-24 18:00:00,2024-10-24 18:15:00,Cloudy,Medium,motorcycle,Urban,170,Home,7.45,Very Good,18,15.0,155.0,0.043823529411764706,1.2437942491405842
uowo219202183,32,3.6,12.311072,76.654878,12.441072,76.784878,2022-04-06,2024-10-24 20:25:00,2024-10-24 20:30:00,Stormy,Jam,scooter,Urban,195,Sports,20.2,Bad,20,5.0,190.0,0.10358974358974359,1.7611291419442527
llgk631278832,30,4.6,22.753659,75.903365,22.773659,75.923365,2022-03-28,2024-10-24 11:50:00,2024-10-24 12:05:00,Fog,High,van,Urban,150,Shoes,3.02,Very Good,11,15.0,135.0,0.020133333333333333,0.8299263348976492
